feature_ID	captured_region_size_bp	median_feature_CN	max_feature_CN	borderline_flag
BS_GBSSZBMF_amplicon1_BFB_1	195431	7.675550912404471	7.675550912404471	LowCN
BS_X3KSK1AF_amplicon1_ecDNA_1	2149666	14.280826485559716	31.487320898281144	None
BS_7GF5144B_amplicon1_ecDNA_1	879173	14.674895089159298	27.754216619878612	None
BS_NTCKT2C2_amplicon1_Linear_1	503390	5.3919804483474225	5.498147080064415	None
BS_2296JPP5_amplicon1_ecDNA_1	3218250	45.453172447760295	45.453172447760295	None
BS_KVC8X5BX_amplicon1_Complex-non-cyclic_1	96028	5.269351948146733	6.763960906548381	None
BS_KVC8X5BX_amplicon2_Linear_1	1147991	4.821056290856787	4.821056290856787	LowCN
BS_53BCKC4V_amplicon1_ecDNA_1	531809	26.226074272395937	52.5567179756147	None
BS_53BCKC4V_amplicon1_ecDNA_2	4622534	86.94063312007732	94.40573429976565	None
BS_53BCKC4V_amplicon2_ecDNA_1	374964	7.757186230060879	7.757186230060879	LowCN
BS_53BCKC4V_amplicon3_ecDNA_1	365983	7.861494867042261	7.861494867042261	LowCN
BS_53BCKC4V_amplicon4_ecDNA_1	889426	6.968390498932266	6.968390498932266	LowCN
BS_53BCKC4V_amplicon5_Complex-non-cyclic_1	8538907	4.9936496112078785	5.701194785086177	None
BS_R1BYKPF1_amplicon1_Complex-non-cyclic_1	12732470	5.848418109625095	10.132569762673532	None
BS_YC4RWPH3_amplicon1_ecDNA_1	2550071	13.710122746081431	26.591144212499085	None
BS_SPN3A4M0_amplicon1_Linear_1	93475	4.440569432871478	4.66176464143748	LowCN
BS_SPN3A4M0_amplicon2_Linear_1	233496	4.751832316921372	4.751832316921372	LowCN
BS_XQGE3TD3_amplicon1_Complex-non-cyclic_1	3900632	5.751782429884538	9.328952330780588	None
BS_EMAYQWCN_amplicon1_Linear_1	408094	6.4065578666004885	6.636759077858742	None
BS_PCMHH474_amplicon1_ecDNA_1	763180	5.193992398397688	8.869275803606794	None
BS_XWYBVJ4R_amplicon1_ecDNA_1	11933114	14.215294404247674	29.860502803377862	None
BS_XWYBVJ4R_amplicon2_Linear_1	392492	4.695837900347903	4.695837900347903	LowCN
BS_XWYBVJ4R_amplicon3_ecDNA_1	1093508	8.282046745466868	8.488607049923345	None
BS_AHKEJ0E3_amplicon1_Complex-non-cyclic_1	460566	7.436435703937184	13.120843944519981	None
BS_7KN8003B_amplicon1_Complex-non-cyclic_1	1954145	7.36797796335722	9.75079385932748	None
BS_KWHEFBG0_amplicon1_Complex-non-cyclic_1	209920	4.881833454507065	5.317854034655817	None
BS_KWHEFBG0_amplicon3_ecDNA_1	114581	5.630124461272657	5.630124461272657	LowCN
BS_KWHEFBG0_amplicon4_Linear_1	2800064	5.550523350534621	5.925918432371208	None
BS_KWHEFBG0_amplicon5_ecDNA_1	1231894	10.697986840505635	13.999842570605708	None
BS_KWHEFBG0_amplicon6_Linear_1	698416	7.52987260403101	7.529872604031012	None
BS_KWHEFBG0_amplicon7_Linear_1	289156	7.670324040103032	7.670324040103032	None
BS_3PATZ29V_amplicon1_ecDNA_1	27499685	25.110161003384107	42.97508313491739	None
BS_WMXKD55A_amplicon1_ecDNA_1	25063050	12.670057978256136	20.1232904749449	None
BS_V27ABVGT_amplicon1_Complex-non-cyclic_1	2298389	5.162070349098409	5.448750357278537	None
BS_02VZJ0QK_amplicon1_Complex-non-cyclic_1	4839296	6.471659001504907	7.060371729717676	None
BS_YRGD4MKR_amplicon1_ecDNA_1	57274	4.992249424468729	4.992249424468729	LowCN
BS_02NHQ9F8_amplicon1_Complex-non-cyclic_1	2910728	9.38500774241343	12.126389190150727	None
BS_02NHQ9F8_amplicon2_Linear_1	265051	5.054893266941484	5.054893266941484	None
BS_02NHQ9F8_amplicon3_Linear_1	1513729	5.186811142943613	5.186811142943613	None
BS_TYE6Q66H_amplicon1_ecDNA_1	556081	12.760960740922593	12.760960740922593	None
BS_EQK3VTV0_amplicon1_ecDNA_1	2759020	17.038958902898777	132.31711972785237	None
BS_1DA3F1K1_amplicon1_ecDNA_1	3486702	12.92123736182059	77.2275222964693	None
BS_15BAPZBP_amplicon1_Linear_1	832800	20.562566943312675	20.562566943312675	None
BS_YYJDGT6Y_amplicon1_ecDNA_1	7555900	6.750676857503263	7.954849274378539	LowCN
BS_3JR05TXQ_amplicon1_Linear_1	5099861	5.941870912334323	6.02125893408838	None
BS_J7EY237P_amplicon1_ecDNA_1	1019109	27.256305273663397	27.256305273663397	None
BS_TZWCWMJJ_amplicon1_Linear_1	5098253	10.938849886187311	10.941910417711917	None
BS_1WC7MCRT_amplicon1_ecDNA_1	1117309	6.692020996518263	6.692020996518263	LowCN
BS_1WC7MCRT_amplicon2_ecDNA_1	734349	4.838888943600817	4.9782701605193695	LowCN
BS_54HHEWEZ_amplicon1_ecDNA_1	2382105	17.19087171321323	25.18440683175529	None
BS_54HHEWEZ_amplicon2_ecDNA_1	2491938	18.62894397306888	19.40399922951741	None
BS_AED5JAXC_amplicon1_Complex-non-cyclic_1	15551454	7.771306021332266	10.346546921125444	None
BS_97M1BPNE_amplicon1_ecDNA_1	3822924	7.180027407151482	24.149202063557325	None
BS_9GAN1VK0_amplicon1_ecDNA_1	51592	8.381822914880733	8.381822914880733	None
BS_1061K466_amplicon1_BFB_1	19412043	14.624460583044568	359.9356656573534	None
BS_9BJ4Z98D_amplicon1_Linear_1	1967167	4.571051084374639	4.676812601830836	LowCN
BS_9BJ4Z98D_amplicon2_ecDNA_1	1051928	13.087002146640652	24.116377069169083	None
BS_HTQ9CT6Q_amplicon1_BFB_1	9366087	6.37580332770607	64.28310171103627	None
BS_HTQ9CT6Q_amplicon2_Linear_1	440097	5.042127599046206	5.042127599046206	None
BS_JHWHDEBK_amplicon1_BFB_1	984291	8.26835284534818	14.444170231660722	None
BS_NQDVWQY7_amplicon1_BFB_1	985347	9.713836824756072	17.228969842586682	None
BS_R88BSH78_amplicon1_BFB_1	12713229	18.140992157674585	287.4191816651845	None
BS_6VVG1EBR_amplicon1_ecDNA_1	1297312	6.844072538983753	16.56240592342539	None
BS_WFJAG7PD_amplicon1_ecDNA_1	2381639	40.7590974722429	42.03409595386296	None
BS_QSEKE2HK_amplicon1_Linear_1	125947	6.104500646070368	6.104500646070368	None
BS_YACC792T_amplicon1_Linear_1	3530802	7.741579847854395	7.741579847854395	None
BS_S6XJN6XC_amplicon1_ecDNA_1	1246519	6.504419805630849	6.628569150394527	LowCN
BS_4Y10FCTC_amplicon1_Linear_1	2065117	5.009121120014413	7.499155275419519	None
BS_4Y10FCTC_amplicon2_Linear_1	77635	5.521624783584392	5.521624783584392	None
BS_DQ53BKED_amplicon1_ecDNA_1	3173738	103.97632447272912	104.6664459195972	None
BS_E4C16ZWG_amplicon1_Complex-non-cyclic_1	4440172	7.019176179928996	7.550158652786428	None
BS_E1GFZBG3_amplicon1_Complex-non-cyclic_1	100945	6.6429991424815515	6.6429991424815515	None
BS_PS00F8DA_amplicon1_ecDNA_1	2727534	5.180561496020969	5.180561496020972	LowCN
BS_TFYBVE0A_amplicon1_ecDNA_1	2026137	48.07774784254996	48.07774784254996	None
BS_XH4QH13B_amplicon1_ecDNA_1	2026136	46.71808496455711	46.71808496455711	None
BS_E1FCN4JK_amplicon1_ecDNA_1	617042	21.42367209282431	21.428486213846135	None
BS_E1FCN4JK_amplicon2_ecDNA_1	1166992	134.46345125674685	134.88374543832163	None
BS_AM8HDWQZ_amplicon1_ecDNA_1	2315101	48.211288857700254	48.70977948726765	None
BS_KFZKF2P8_amplicon1_ecDNA_1	2315097	31.035433624535987	34.65434455809333	None
BS_2C9ZX1NK_amplicon10_Linear_1	676390	11.809863232316683	11.809863232316683	None
BS_2C9ZX1NK_amplicon1_ecDNA_1	72259	4.3054612511753545	9.890395896891523	None
BS_2C9ZX1NK_amplicon1_ecDNA_2	44124	7.5840262749560186	7.5840262749560186	LowCN
BS_2C9ZX1NK_amplicon2_Linear_1	200685	8.689397919975015	13.026044900969035	None
BS_2C9ZX1NK_amplicon3_ecDNA_1	1352779	8.241779621066662	9.674529351531106	None
BS_2C9ZX1NK_amplicon4_Linear_1	1130291	7.295046331713172	7.418408843738066	None
BS_2C9ZX1NK_amplicon5_Complex-non-cyclic_1	702654	5.4896563127523	16.278995996129005	None
BS_2C9ZX1NK_amplicon6_Complex-non-cyclic_1	2155498	7.250400660041324	9.993751479093502	None
BS_2C9ZX1NK_amplicon8_ecDNA_1	184307	5.964698305218841	9.406438034276087	None
BS_2C9ZX1NK_amplicon9_Linear_1	2763977	7.2828878774149315	9.839661047515724	None
BS_B1163H1W_amplicon10_Linear_1	57629	5.049578410252156	5.049578410252156	None
BS_B1163H1W_amplicon12_Linear_1	58326	5.225181472289383	5.225181472289383	None
BS_B1163H1W_amplicon13_Linear_1	60663	4.8505651775745235	4.8505651775745235	LowCN
BS_B1163H1W_amplicon14_Linear_1	178952	4.934454728708361	4.934454728708361	LowCN
BS_B1163H1W_amplicon15_Linear_1	94026	4.616339737978022	4.616339737978022	LowCN
BS_B1163H1W_amplicon16_Linear_1	98959	5.011182528935988	5.011182528935988	None
BS_B1163H1W_amplicon18_ecDNA_1	710970	50.64057575523503	68.84588866720367	None
BS_B1163H1W_amplicon19_Linear_1	174905	4.766987522953799	4.766987522953799	LowCN
BS_B1163H1W_amplicon1_Linear_1	65718	5.158821753276946	5.198956292377049	None
BS_B1163H1W_amplicon29_ecDNA_1	796317	12.54640366216596	16.234878776641175	None
BS_B1163H1W_amplicon2_ecDNA_1	47483	11.425813791771938	11.425813791771938	None
BS_B1163H1W_amplicon2_ecDNA_2	129755	14.61746550520274	23.6983266984506	None
BS_B1163H1W_amplicon2_ecDNA_3	129815	8.612647295451097	20.480057352717676	None
BS_B1163H1W_amplicon32_Complex-non-cyclic_1	220949	9.48456826233294	9.702299103900641	None
BS_B1163H1W_amplicon35_Complex-non-cyclic_1	3241944	4.63362845863989	7.27470584320972	None
BS_B1163H1W_amplicon36_Linear_1	110792	5.391958938387531	5.391958938387531	None
BS_B1163H1W_amplicon37_Linear_1	260838	5.227701871882815	5.227701871882815	None
BS_B1163H1W_amplicon38_Linear_1	867350	4.836845360334824	5.856063406744404	None
BS_B1163H1W_amplicon39_Linear_1	143564	6.131579374982459	6.131579374982459	None
BS_B1163H1W_amplicon40_Linear_1	565648	4.437186781318228	6.658866601599111	None
BS_B1163H1W_amplicon41_Linear_1	156707	5.846944634874354	5.846944634874354	None
BS_B1163H1W_amplicon43_Linear_1	475593	4.531705277977954	4.531705277977954	LowCN
BS_B1163H1W_amplicon44_Linear_1	192527	7.602445397905959	7.602445397905959	None
BS_B1163H1W_amplicon45_Linear_1	138260	5.548895068256424	5.548895068256424	None
BS_B1163H1W_amplicon47_Linear_1	531547	5.926809229938966	7.6972530804327075	None
BS_B1163H1W_amplicon48_Linear_1	1506878	5.945009361678453	5.947697612741133	None
BS_B1163H1W_amplicon49_Linear_1	335254	4.721384333035879	4.721384333035879	LowCN
BS_B1163H1W_amplicon4_Linear_1	66094	4.876614933243176	4.876614933243176	LowCN
BS_B1163H1W_amplicon50_Linear_1	57629	6.314690118198862	6.314690118198862	None
BS_B1163H1W_amplicon55_Linear_1	696390	15.1274303701081	18.95735123495039	None
BS_B1163H1W_amplicon56_Linear_1	99860	10.206979900138693	10.676184130224518	None
BS_B1163H1W_amplicon9_Linear_1	57628	4.562875722074106	4.562875722074106	LowCN
BS_Z0BN60RK_amplicon1_ecDNA_1	1239267	9.150788311688313	9.150788311688313	None
BS_BP8A42GM_amplicon1_ecDNA_1	129409	5.0765693511508845	5.633011881107649	LowCN
BS_F4CJJFW1_amplicon1_Complex-non-cyclic_1	9806248	4.878712853627947	7.986127679807785	None
BS_F4CJJFW1_amplicon2_Complex-non-cyclic_1	538997	5.706092255536738	5.706092255536738	None
BS_F4CJJFW1_amplicon3_Linear_1	662982	5.3012914446289345	5.3012914446289345	None
BS_F4CJJFW1_amplicon4_Linear_1	81828	4.979630238262941	4.979630238262941	LowCN
BS_F4CJJFW1_amplicon5_Complex-non-cyclic_1	1721560	5.400324238805503	6.197798447289416	None
BS_K9VSRKD1_amplicon1_ecDNA_1	451954	9.29408847250819	9.29408847250819	None
BS_VYDJK425_amplicon1_Linear_1	497498	5.16219286801111	5.16219286801111	None
BS_VYDJK425_amplicon2_Linear_1	330568	6.155397340278974	6.155397340278974	None
BS_VYDJK425_amplicon3_Linear_1	567777	5.964800018651966	6.732164760139416	None
BS_VYDJK425_amplicon4_Linear_1	609479	4.906864747408433	6.39823252343919	None
BS_VYDJK425_amplicon5_Complex-non-cyclic_1	2623020	7.084777145118425	7.659458007082097	None
BS_VYDJK425_amplicon6_Linear_1	104444	5.7998854226317995	5.7998854226317995	None
BS_VYDJK425_amplicon7_ecDNA_1	129453	5.308670162536427	5.429995637320487	LowCN
BS_VYDJK425_amplicon8_Linear_1	406732	4.487523874462738	6.414037916418331	None
BS_W3DXWFMX_amplicon1_Linear_1	1702062	6.4765394410701145	7.0807897481172635	None
BS_GM3NRFRR_amplicon10_Complex-non-cyclic_1	321852	4.615929462404853	4.615929462404853	LowCN
BS_GM3NRFRR_amplicon11_Linear_1	101698	4.520137091882482	4.520137091882482	LowCN
BS_GM3NRFRR_amplicon1_Complex-non-cyclic_1	1456750	4.580266199249762	4.991647797294174	LowCN
BS_GM3NRFRR_amplicon2_Complex-non-cyclic_1	16055790	4.551421388406075	7.4358341576051386	None
BS_GM3NRFRR_amplicon3_Linear_1	148395	4.937364803993411	4.937364803993411	LowCN
BS_GM3NRFRR_amplicon4_Complex-non-cyclic_1	400039	4.615813473270182	4.615813473270182	LowCN
BS_GM3NRFRR_amplicon5_Linear_1	273041	4.579942158664699	4.579942158664699	LowCN
BS_GM3NRFRR_amplicon6_Linear_1	239764	4.605272943394651	4.605272943394651	LowCN
BS_GM3NRFRR_amplicon8_Linear_1	764479	4.692319798663645	4.692319798663645	LowCN
BS_GM3NRFRR_amplicon9_Linear_1	61412	4.5943726834109295	4.5943726834109295	LowCN
BS_A8XRT37Q_amplicon1_Linear_1	285220	6.407893117375306	6.407893117375306	None
BS_GY8AVNHY_amplicon1_ecDNA_1	499148	15.847659969149484	15.847659969149484	None
BS_GY8AVNHY_amplicon2_ecDNA_1	1441259	33.75563801366367	33.75563801366367	None
BS_MVQYCQMP_amplicon1_Linear_1	1503656	5.300077499562626	5.300077499562626	None
BS_551ZH7EV_amplicon1_ecDNA_1	5421947	41.251545958598655	52.25042510030394	None
BS_065QV76T_amplicon1_ecDNA_1	256600	21.031916785525723	21.954424860721065	None
BS_4GMSE5BE_amplicon1_ecDNA_1	256597	29.88419877603103	32.57952305547768	None
BS_7314XTPY_amplicon1_ecDNA_1	176138	14.723254599262457	15.47746319596941	None
BS_3S1JTYA2_amplicon1_ecDNA_1	753110	9.270086679536401	12.498385389943117	None
BS_3S1JTYA2_amplicon2_Complex-non-cyclic_1	1808427	5.591564183931982	6.635195776046443	None
BS_3S1JTYA2_amplicon3_ecDNA_1	4817848	32.61521377294267	60.296793009602204	None
BS_S4CG60MW_amplicon1_ecDNA_1	3058004	6.9021310228069686	10.275640812273384	None
BS_J90F99EV_amplicon1_ecDNA_1	509858	8.08292506504374	8.08292506504374	None
BS_MEE1Y50H_amplicon1_BFB_1	800185	11.55477747669891	14.708171855306968	None
BS_MEE1Y50H_amplicon2_Linear_1	881582	4.649636376017765	4.649636376017765	LowCN
BS_MEE1Y50H_amplicon3_Linear_1	159219	4.6802915158606275	4.6802915158606275	LowCN
BS_MD2R88X3_amplicon1_Linear_1	4573915	9.002628502462944	9.02760863107026	None
BS_B5V3KSQY_amplicon1_ecDNA_1	7437325	32.24283413662154	76.1208603840038	None
BS_VXAXJ87Y_amplicon1_ecDNA_1	1197653	28.595462379406374	28.59546237940638	None
BS_F26AAE9K_amplicon1_Complex-non-cyclic_1	1390227	25.373339594252066	25.880098615384803	None
BS_4T994QT4_amplicon1_ecDNA_1	3310606	19.447608216938825	32.714872867053636	None
BS_9XQVJS03_amplicon1_ecDNA_1	3310607	27.107215319778188	37.190902114394305	None
BS_R06ABMXP_amplicon1_ecDNA_1	3800926	17.425719910479692	17.429241117480498	None
BS_R06ABMXP_amplicon2_ecDNA_1	407075	9.256798416459254	9.256798416459254	None
BS_AVMVWGX0_amplicon1_ecDNA_1	4851068	11.912779974766472	18.075821742407804	None
BS_89RB2TC2_amplicon1_Complex-non-cyclic_1	10674232	4.967357943560583	36.4655695249366	None
BS_ZW7VSY3Z_amplicon1_Linear_1	702123	4.855390224296774	5.209657083633521	None
BS_9T43YEPA_amplicon1_Linear_1	2606866	21.75464683874548	21.75464683874548	None
BS_3AQ7V6ZQ_amplicon1_Complex-non-cyclic_1	2190848	5.040892001505821	5.118861019198703	None
BS_3AQ7V6ZQ_amplicon2_Linear_1	401398	4.8516560832995905	5.919483732049787	None
BS_5FS4BERE_amplicon1_Complex-non-cyclic_1	3529642	4.824346174119476	4.963473776213932	LowCN
BS_5FS4BERE_amplicon2_Linear_1	401398	4.819316160570321	5.762869912159225	None
BS_K9APGGRV_amplicon1_Complex-non-cyclic_1	2706324	7.493668103878757	9.339964223809114	None
BS_K9APGGRV_amplicon2_Linear_1	130198	6.590118741160469	6.9010828073998765	None
BS_K9APGGRV_amplicon3_Complex-non-cyclic_1	6634566	6.641494957128226	13.460565798686156	None
BS_YKB20Z8Y_amplicon1_Complex-non-cyclic_1	1501210	6.3530015654479906	8.92610998994996	None
BS_R8820GP1_amplicon1_ecDNA_1	3957241	34.85259987056123	61.51706860173151	None
BS_MZS6FZKF_amplicon1_ecDNA_1	4258698	9.681577130567014	14.862539320324965	None
BS_D1CNC603_amplicon1_Linear_1	713520	6.322803164131158	6.322803164131158	None
BS_DPRBAXTR_amplicon1_ecDNA_1	1002642	18.18880434478659	18.44055943136529	None
BS_DPRBAXTR_amplicon2_ecDNA_1	1019792	9.911251198151275	9.911251198151275	None
BS_P3NDA9Z7_amplicon1_BFB_1	995715	5.512537326707562	5.574110621449577	LowCN
BS_X2VRDBVG_amplicon1_ecDNA_1	634319	29.387157914769368	29.552215530079643	None
BS_X2VRDBVG_amplicon2_ecDNA_1	402086	12.79753088037347	13.932539345812831	None
BS_X2VRDBVG_amplicon2_ecDNA_2	1769906	64.58364636654836	70.05001375131698	None
BS_X2VRDBVG_amplicon3_ecDNA_1	2098253	12.23090961635281	22.694105342087013	None
BS_X2VRDBVG_amplicon4_Complex-non-cyclic_1	1034927	105.73812953806095	109.67840557129247	None
BS_9E2FF9ZP_amplicon1_ecDNA_1	213890	6.215116604860683	10.663405398732824	None
BS_9Y9BQ8Y8_amplicon1_Linear_1	3587214	8.746259995681296	8.926320601476073	None
BS_5FPTB368_amplicon1_ecDNA_1	607300	18.68439560265251	30.606992198780887	None
BS_091H6TKY_amplicon1_Linear_1	38077	4.7759396734161825	4.7759396734161825	LowCN
BS_43EZNGJ1_amplicon1_Linear_1	481939	5.602810678128457	5.602810678128462	None
BS_B5S27A0B_amplicon1_Linear_1	428392	5.219077368292278	5.696581388984425	None
BS_NE82PE7G_amplicon1_Linear_1	342851	5.021436199471124	5.021436199471124	None
BS_00GG0R70_amplicon1_Linear_1	1532412	4.940836802436787	4.940836802436787	LowCN
BS_2T4EJ6KN_amplicon1_ecDNA_1	2880921	4.747197603584378	8.363105361893616	None
BS_2T4EJ6KN_amplicon2_Linear_1	89199	4.701093125751132	4.701093125751132	LowCN
BS_537YFJ06_amplicon1_ecDNA_1	67675	4.707597770456132	4.7146037345932355	LowCN
BS_537YFJ06_amplicon2_Linear_1	89162	4.68245716397184	4.68245716397184	LowCN
BS_ANZMQ09Q_amplicon1_Complex-non-cyclic_1	15161507	5.166728775739538	9.667062460799464	None
BS_ANZMQ09Q_amplicon2_Linear_1	89199	4.794236976267961	4.794236976267961	LowCN
BS_ANZMQ09Q_amplicon3_ecDNA_1	1427755	6.311106703837246	6.635279422075325	LowCN
BS_ANZMQ09Q_amplicon4_Linear_1	461974	5.919066122073349	5.919066122073349	None
BS_ANZMQ09Q_amplicon5_Linear_1	4303737	5.975301973054568	5.9753019730545756	None
BS_ANZMQ09Q_amplicon6_Linear_1	2344481	5.9049165629182045	6.011230971534424	None
BS_ANZMQ09Q_amplicon7_Linear_1	1606013	6.266502797666292	6.422342792349994	None
BS_BF2MCS03_amplicon1_ecDNA_1	7162228	5.871031321090984	8.275236750762812	None
BS_BF2MCS03_amplicon2_Linear_1	108936	6.262972788595178	6.262972788595178	None
BS_E3N4JN0X_amplicon1_ecDNA_1	1432809	7.796042436095335	7.796042436095336	LowCN
BS_E3N4JN0X_amplicon1_ecDNA_2	160070	4.532540661312154	4.671639245330275	LowCN
BS_E3N4JN0X_amplicon1_ecDNA_3	10849	8.911882496128412	8.911882496128412	None
BS_E3N4JN0X_amplicon2_Linear_1	2374051	5.224537582792666	5.2357574408855605	None
BS_EJP43CD9_amplicon1_ecDNA_1	26044	4.702056143892683	4.702056143892683	LowCN
BS_EJP43CD9_amplicon1_ecDNA_2	3835454	4.637363868039078	9.038364484944536	None
BS_EJP43CD9_amplicon2_Linear_1	89199	4.662842235936	4.662842235936	LowCN
BS_EJP43CD9_amplicon3_ecDNA_1	1521666	6.356080331553911	9.23218369506077	None
BS_M29BNE7Z_amplicon1_ecDNA_1	1337436	7.3172030518267634	8.670074443463092	None
BS_GW7MKKP9_amplicon1_ecDNA_1	4298160	16.93146233836892	16.93146233836892	None
BS_HPVAR2P6_amplicon1_ecDNA_1	1563228	13.860882636712455	13.860882636712455	None
BS_HPVAR2P6_amplicon1_ecDNA_2	1197395	5.879169120018722	6.83527338033008	LowCN
BS_HPVAR2P6_amplicon1_ecDNA_3	2564266	10.040712406406424	18.19457750366742	None
BS_HPVAR2P6_amplicon1_ecDNA_4	3851552	13.567511885322347	18.48247438071932	None
BS_HPVAR2P6_amplicon1_ecDNA_5	1517206	13.967848199109113	15.85311073944766	None
BS_PBP7633F_amplicon1_Linear_1	843981	4.489862401093436	5.031637746125852	None
BS_QWCKETN7_amplicon1_ecDNA_1	888404	14.411059154234508	23.96967819006087	None
BS_PA5M3880_amplicon1_ecDNA_1	817018	59.98133740865552	61.861015210059186	None
